Team 1,Team 2,Winning Team,Winning Score,Losing Score,Map Played
CLG,fnatic,fnatic,10,16,mirage
Karma,Liquid,Liquid,2,16,mirage
Paradox,fnatic,fnatic,7,16,cache
Cloud9,Liquid,Cloud9,16,3,dust2
SKDC,Liquid,Liquid,4,16,mirage
Titan,3DMAX,Titan,16,12,cache
Karma,Cloud9,Cloud9,8,16,overpass
Titan,mousesports,Titan,16,6,dust2
3DMAX,NiP,NiP,2,16,nuke
3DMAX,Titan,3DMAX,16,13,mirage
mousesports,NiP,NiP,6,16,cache
HellRaisers,Virtus.pro,HellRaisers,16,10,inferno
Virtus.pro,PENTA,PENTA,9,16,mirage
volgare,HellRaisers,HellRaisers,10,16,mirage
volgare,Virtus.pro,Virtus.pro,3,16,cache
PENTA,HellRaisers,PENTA,16,13,inferno
PiTER,Exgaming,PiTER,16,5,mirage
GGWP,PiTER,PiTER,7,16,cache
Exgaming,EYESports,EYESports,11,16,mirage
Moscow Five,Exgaming,Exgaming,16,19,mirage
EYESports,ACES,EYESports,16,12,dust2
Luminosity,Denial,Luminosity,16,10,overpass
ACES,LAN,ACES,16,11,dust2
LAN DODGERS,dAT,LAN DODGERS,19,16,cache
SKDC,Liquid,Liquid,11,16,dust2
Luminosity,Liquid,Liquid,14,16,dust2
FlipSid3,k1ck,FlipSid3,26,23,cache
webSPELL,mousesports,mousesports,7,16,inferno
CPH Wolves,myKPV,CPH Wolves,16,12,inferno
lanlaget,eXeS,lanlaget,16,6,cache
webSPELL,LGB,webSPELL,16,13,overpass
No Problem!,myKPV,myKPV,11,16,inferno
lanlaget,Planetkey,lanlaget,16,6,dust2
k1ck,3DMAX,k1ck,16,10,dust2
eXeS,tryPANTS,eXeS,16,5,cache
ALTERNATE aTTaX,CPH,CPH,7,16,inferno
chosen,FlipSid3,FlipSid3,11,16,nuke
Playing Ducks,mousesports,mousesports,4,16,dust2
G2,Virtus.pro,Virtus.pro,10,16,overpass
affNity,SKDC,affNity,16,7,overpass
Denial,ex-iBUYPOWER,ex-iBUYPOWER,1,16,dust2
mousesports,Natus,mousesports,16,10,dust2
Property,Titan,Titan,2,16,dust2
Cloud9,dignitas,dignitas,2,16,dust2
KaBuM.TD,NiP,NiP,3,16,inferno
Liquid,LDLC,LDLC,6,16,dust2
CLG,fnatic,fnatic,7,16,mirage
KaBuM.TD,dignitas,dignitas,4,16,dust2
Cloud9,NiP,Cloud9,16,7,nuke
Liquid,CLG,Liquid,16,5,cache
LDLC,fnatic,LDLC,16,9,inferno
KaBuM.TD,Cloud9,KaBuM.TD,16,4,mirage
dignitas,NiP,NiP,17,19,dust2
CLG,LDLC,CLG,16,14,dust2
Liquid,fnatic,fnatic,3,16,inferno
LunatiK,affNity,affNity,8,16,inferno
CPH Wolves,G2,G2,4,16,dust2
CPH Wolves,Natus,CPH Wolves,16,13,nuke
SKDC,eLevate,SKDC,19,17,dust2
Luminosity,Area,Luminosity,16,13,dust2
affNity,OK2STRONG,affNity,16,1,cache
CPH Wolves,Virtus.pro,Virtus.pro,8,16,inferno
Titan,fnatic,Titan,16,11,dust2
mousesports,Virtus.pro,Virtus.pro,5,16,nuke
G2,Titan,Titan,2,16,dust2
CPH Wolves,fnatic,fnatic,5,16,dust2
Liquid,ex-iBUYPOWER,ex-iBUYPOWER,14,16,cache
eLevate,Cloud9,Cloud9,14,16,dust2
Mythic,Liquid,Liquid,14,16,overpass
TST,CLG,CLG,10,16,overpass
Area 51,ex-iBUYPOWER,ex-iBUYPOWER,2,16,dust2
SKDC,CLG,CLG,3,16,inferno
Natus Vincere,fnatic,fnatic,2,16,nuke
CLG,Cloud9,Cloud9,9,16,inferno
G2,fnatic,fnatic,1,16,mirage
Liquid,ex-iBUYPOWER,ex-iBUYPOWER,13,16,nuke
Denial,eLevate,Denial,16,14,nuke
TST,Denial,Denial,8,16,overpass
Cloud9,Area,Cloud9,16,12,nuke
Virtus.pro,Natus,Natus,7,16,dust2
GPlay,Orbit,GPlay,16,2,inferno
G2,PENTA,G2,16,5,nuke
AGENT,GPlay,GPlay,18,21,mirage
No Problem!,3DMAX,No Problem!,16,13,mirage
Fraternitas,GPlay,GPlay,18,21,nuke
unu.AiN,LGB,LGB,10,16,mirage
Playing Ducks,mousesports,mousesports,11,16,cache
Deponeret,LGB,LGB,18,21,inferno
unu.AiN,ESC,unu.AiN,16,11,overpass
ttc,mousesports,mousesports,13,16,dust2
Orbit,unu.AiN,unu.AiN,13,16,season
chosen,mousesports,mousesports,10,16,cache
iNation,myKPV,iNation,16,8,mirage
Liquid,Cloud9,Cloud9,7,16,nuke
SKDC,Cloud9,Cloud9,8,16,cache
Luminosity,CLG,CLG,8,16,nuke
Property,PENTA,Property,16,12,nuke
mousesports,Titan,mousesports,16,14,nuke
CPH Wolves,Property,Property,3,16,nuke
Liquid,Cloud9,Cloud9,8,16,inferno
eLevate,Area,Area,16,19,nuke
SKDC,Luminosity,Luminosity,7,16,nuke
CLG,ex-iBUYPOWER,ex-iBUYPOWER,9,16,nuke
OK2STRONG,ex-iBUYPOWER,ex-iBUYPOWER,2,16,inferno
Natus Vincere,Titan,Titan,8,16,nuke
Torqued,Cloud9,Torqued,16,14,dust2
Paradox,Area,Paradox,16,12,overpass
eLevate,Cloud9,eLevate,16,14,cache
WinOut.net,LunatiK,WinOut.net,16,12,overpass
G2,fnatic,fnatic,12,16,nuke
Denial,Liquid,Liquid,10,16,inferno
Liquid,Torqued,Liquid,22,18,season
volgare,AliGon,volgare,16,6,inferno
volgare,GEDUKT,GEDUKT,7,16,inferno
AliGon,unu.AiN,unu.AiN,5,16,nuke
FlipSid3,LGB,FlipSid3,16,11,cache
Check6,dAT,dAT,1,16,nuke
Mythic,eLevate,eLevate,10,16,inferno
Denial,eLevate,eLevate,11,16,inferno
affNity,Torqued,Torqued,12,16,inferno
LunatiK,ex-iBUYPOWER,ex-iBUYPOWER,7,16,overpass
ex-iBUYPOWER,Denial,ex-iBUYPOWER,16,7,cache
ex-iBUYPOWER,Torqued,Torqued,14,16,overpass
LunatiK,Area,LunatiK,22,20,overpass
Rhythm,Torqued,Torqued,5,16,cache
Ascendancy,Torqued,Torqued,7,16,cache
LunatiK,TST,LunatiK,16,2,cache
TST,Torqued,Torqued,3,16,cache
OHYEA,420BlazeIT,420BlazeIT,13,16,dust2
Shazandals,MnM,Shazandals,16,8,cache
Area 51,OK2STRONG,OK2STRONG,10,16,inferno
LunatiK,Ascendancy,Ascendancy,1,16,inferno
Jesus Christ,Hyphen,Jesus Christ,16,11,cache
KFC B-DAY,Girls,Girls,8,16,cache
kassad's Legends,Availer's,kassad's Legends,16,7,mirage
Mythic,Area,Mythic,16,0,cache
Area 51,Denial,Denial,7,16,cache
The Originals,Immunity,Immunity,13,16,inferno
Aftershock,Athletico,Athletico,9,16,inferno
eLevate,Liquid,Liquid,13,16,cache
VexX,Rhythm,Rhythm,10,16,nuke
Mythic,affNity,Mythic,16,7,cache
LunatiK,CLG,CLG,2,16,cache
OK2STRONG,Ascendancy,Ascendancy,4,16,cache
VexX,Ascendancy,VexX,16,11,inferno
Rhythm,Tempo,Rhythm,16,1,inferno
Girls Generation,PerilousRAGE,Girls Generation,16,10,cache
OHYEA,4andahalfmen,OHYEA,16,0,dust2
Incursion,Rhythm,Rhythm,9,16,dust2
WinOut.net,Ascendancy,Ascendancy,11,16,dust2
x6tence,gBots,gBots,19,22,mirage
xPerience,ASES,xPerience,16,9,mirage
34united,OverGaming,34united,16,5,mirage
ColdMind,34united,34united,17,19,mirage
Wizards,OverGaming,Wizards,16,14,inferno
xPerience,x6tence,x6tence,7,16,nuke
All-Stars NA,All-Stars,All-Stars,5,16,dust2
gBots,ASES,gBots,16,5,cache
ColdMind,OverGaming,OverGaming,4,16,nuke
34united,Wizards,Wizards,9,16,inferno
FlipSid3,Natus,Natus,15,19,overpass
ESC,NiP,NiP,13,16,cache
FlipSid3,myXMG,FlipSid3,16,11,mirage
Planetkey,ESC,ESC,13,16,mirage
Natus Vincere,Virtus.pro,Virtus.pro,2,16,nuke
NiP,LDLC,LDLC,13,16,overpass
Planetkey,NiP,NiP,2,16,overpass
FlipSid3,Natus,Natus,8,16,mirage
ESC,LDLC,LDLC,4,16,cobblestone
myXMG,Virtus.pro,Virtus.pro,2,16,inferno
Cloud9,fnatic,fnatic,5,16,dust2
PENTA,iBUYPOWER,PENTA,16,13,inferno
Cloud9,Bravado,Cloud9,16,1,cache
CPH Wolves,PENTA,PENTA,12,16,dust2
HellRaisers,fnatic,HellRaisers,16,14,mirage
iBUYPOWER,dignitas,dignitas,7,16,nuke
HellRaisers,Cloud9,HellRaisers,16,5,inferno
CPH Wolves,iBUYPOWER,iBUYPOWER,4,16,nuke
Bravado,fnatic,fnatic,2,16,mirage
PENTA,dignitas,dignitas,9,16,nuke
eLevate,Denial,Denial,13,16,dust2
eLevate,mouseSpaz,mouseSpaz,4,16,mirage
mouseSpaz,Torqued,Torqued,1,16,cache
NiP Staff,Na`Vi,NiP Staff,16,7,mirage
NiP Staff,HLTV.org,HLTV.org,14,16,overpass
Goodgame.ru Staff,Na`Vi,Na`Vi,17,19,mirage
Goodgame.ru Staff,Vakarm.net,Goodgame.ru Staff,16,10,inferno
1GAME.ua Staff,Na`Vi,Na`Vi,14,16,dust2
Goodgame.ru Staff,HLTV.org,HLTV.org,13,16,cache
Na`Vi Staff,NiP,NiP,14,16,dust2
FlipSid3,CPH,CPH,6,16,cobblestone
E-frag.net Staff,Vakarm.net,Vakarm.net,13,16,cache
Skillz.lv Staff,1GAME.ua,1GAME.ua,4,16,nuke
LC Staff,E-frag.net,E-frag.net,11,16,inferno
Trasgo.net Staff,Vakarm.net,Vakarm.net,9,16,dust2
Skillz.lv Staff,Fraglider.pt,Skillz.lv Staff,16,10,mirage
1GAME.ua Staff,SLTV,1GAME.ua Staff,16,11,mirage
Goodgame.ru Staff,Vakarm.net,Goodgame.ru Staff,16,1,mirage
E-frag.net Staff,HLTV.org,HLTV.org,6,16,cache
Skillz.lv Staff,Na`Vi,Na`Vi,8,16,dust2
SLTV Staff,NiP,NiP,9,16,inferno
Ziomki,GPlay,GPlay,12,16,mirage
No Problem!,CPH,CPH,12,16,inferno
eXeS,Orbit,Orbit,5,16,mirage
orKs,myKPV,myKPV,14,16,mirage
ACES,Ziomki,Ziomki,7,16,dust2
orKs,hello,orKs,16,12,cache
eXeS,x6tence,eXeS,16,12,mirage
Temp.no,CPH,CPH,4,16,dust2
OverGaming,GPlay,GPlay,12,16,mirage
TREBINA,myKPV,myKPV,13,16,cache
EYES ON U,Orbit,Orbit,1,16,inferno
Rostbratwurst,No,No,3,16,cache
E-frag.net Staff,NiP,E-frag.net Staff,19,17,mirage
Gameinside.ua,1GAME.ua,1GAME.ua,1,16,dust2
Trasgo.net Staff,99damage.de,Trasgo.net Staff,16,5,inferno
1GAME.ua Staff,NiP,NiP,12,16,mirage
E-frag.net Staff,Fnatic,E-frag.net Staff,16,9,inferno
Goodgame.ru Staff,99damage.de,Goodgame.ru Staff,16,5,nuke
Gameinside.ua,E-frag.net,E-frag.net,6,16,cache
1GAME.ua Staff,Fnatic,1GAME.ua Staff,16,8,dust2
Skillz.lv Staff,Fragbite.se,Skillz.lv Staff,16,9,inferno
Goodgame.ru Staff,Trasgo.net,Goodgame.ru Staff,16,14,cache
1GAME.ua Staff,E-frag.net,1GAME.ua Staff,16,14,cache
Skillz.lv Staff,99damage.de,99damage.de,13,16,dust2
Gameinside.ua,Fnatic,Fnatic,3,16,dust2
Gameinside.ua,NiP,NiP,17,19,mirage
Goodgame.ru Staff,Fragbite.se,Goodgame.ru Staff,16,8,cache
Skillz.lv Staff,Trasgo.net,Skillz.lv Staff,16,6,inferno
31337,ALSEN,31337,16,3,inferno
Goodgame.ru Staff,Skillz.lv,Goodgame.ru Staff,16,8,cache
Fnatic Staff,NiP,NiP,8,16,dust2
Trasgo.net Staff,Fragbite.se,Trasgo.net Staff,16,5,mirage
99damage.de Staff,Fragbite.se,Fragbite.se,1,16,cache
Fraglider.pt Staff,Hitbox.tv,Fraglider.pt Staff,16,3,mirage
SLTV Staff,LC,SLTV Staff,16,13,mirage
Fraglider.pt Staff,Vakarm.net,Vakarm.net,11,16,inferno
Game Show Staff,Na`Vi,Na`Vi,12,16,mirage
LC Staff,HLTV.org,HLTV.org,12,16,cache
Fraglider.pt Staff,Game,Fraglider.pt Staff,16,8,dust2
SLTV Staff,Virtus.pro,SLTV Staff,16,7,nuke
Hitbox.tv Staff,Na`Vi,Na`Vi,3,16,mirage
Russian eSF Staff,HLTV.org,HLTV.org,0,16,dust2
Fraglider.pt Staff,Na`Vi,Na`Vi,13,16,inferno
Hitbox.tv Staff,Vakarm.net,Vakarm.net,1,16,overpass
LC Staff,Virtus.pro,LC Staff,16,2,inferno
Russian eSF Staff,SLTV,SLTV,0,16,inferno
Na`Vi Staff,Vakarm.net,Na`Vi Staff,16,7,mirage
Virtus.pro Staff,HLTV.org,HLTV.org,5,16,dust2
Game Show Staff,Hitbox.tv,Game Show Staff,16,3,mirage
Russian eSF Staff,LC,LC,1,16,cache
Russian eSF Staff,Virtus.pro,Virtus.pro,1,16,mirage
SLTV Staff,HLTV.org,HLTV.org,11,16,cache
Game Show Staff,Vakarm.net,Vakarm.net,10,16,dust2
k1ck,OverGaming,k1ck,26,23,inferno
PENTA,Planetkey,PENTA,16,12,nuke
walking head,mousesports,mousesports,14,16,dust2
x6tence,gBots,x6tence,16,7,mirage
LeiSuRe,mousesports,mousesports,2,16,cache
DAYLIGHT,Planetkey,Planetkey,13,16,inferno
Playing Ducks,PENTA,PENTA,5,16,cache
walking head,Das,walking head,16,5,dust2
OverGaming,FTW.PRO,OverGaming,16,10,inferno
gBots,AlienTech,gBots,16,6,dust2
x6tence,TBA,x6tence,16,3,cache
WindForce,k1ck,k1ck,0,16,cache
Titan,mousesports,mousesports,11,16,cobblestone
London Conspiracy,Virtus.pro,London Conspiracy,16,14,overpass
Rasta,Infused,Rasta,16,9,cobblestone
Infused,DEMGUNZ,DEMGUNZ,24,26,cache
Rasta,fm-eSports,fm-eSports,10,16,inferno
Black Ravens,ESC,ESC,6,16,cache
NESLA,31337,NESLA,16,11,dust2
VexstaR,Rasta,Rasta,6,16,dust2
PerilousRAGE,DEMGUNZ,DEMGUNZ,11,16,cache
Infused,OHYEA,Infused,16,12,mirage
Animate,fm-eSports,fm-eSports,1,16,inferno
Black Ravens,31337,Black Ravens,16,14,cache
NESLA,ESC,ESC,7,16,overpass
ALTERNATE aTTaX,PENTA,ALTERNATE aTTaX,16,9,dust2
ALTERNATE aTTaX,dotpiXels,ALTERNATE aTTaX,16,5,cache
PENTA,mousesports,mousesports,4,16,mirage
Epsilon,Cloud9,Epsilon,16,10,inferno
ALTERNATE aTTaX,PENTA,PENTA,19,21,cache
dotpiXels,mousesports,mousesports,17,21,cache
Planetkey,NiP,NiP,5,16,dust2
myKPV,Playing,myKPV,16,5,cache
MTW,myKPV,myKPV,5,16,mirage
Playing Ducks,Planetkey,Planetkey,8,16,dust2
Playing Ducks,MTW,Playing Ducks,16,14,overpass
myKPV,Planetkey,Planetkey,5,16,nuke
noMERCY,ePlay,ePlay,10,16,mirage
ALSEN,HAXCON,ALSEN,16,8,overpass
HAXCON,ALSEN,ALSEN,9,16,mirage
ePlay,31337,31337,13,16,overpass
AMNESIA,ALSEN,ALSEN,8,16,overpass
DSK,Athletico,Athletico,5,16,inferno
Streamline,Vox,Vox,8,16,inferno
DSK,Streamline,Streamline,7,16,cache
Athletico,Vox,Vox,12,16,cache
Streamline,Athletico,Streamline,16,8,cache
DSK,Vox,Vox,0,16,cache
Qlimax Crew,Immunity,Immunity,4,16,mirage
prowess,iNation,iNation,10,16,cache
iNation,Qlimax,Qlimax,7,16,mirage
prowess,Immunity,Immunity,1,16,mirage
prowess,Qlimax,Qlimax,7,16,mirage
iNation,Immunity,Immunity,8,16,mirage
GPlay,3DMAX,GPlay,16,13,mirage
iBUYPOWER,dignitas,dignitas,14,16,inferno
Cipangu.GO,mousesports,mousesports,4,16,cache
Platinium,CPH,CPH,6,16,inferno
KaBuM.TD,HellRaisers,HellRaisers,5,16,mirage
Titan,NiP,Titan,16,1,dust2
3DMAX,iBUYPOWER,iBUYPOWER,11,16,nuke
mousesports,dignitas,dignitas,5,16,dust2
Cipangu.GO,GPlay,GPlay,2,16,nuke
HellRaisers,NiP,HellRaisers,16,10,overpass
Platinium,KaBuM.TD,KaBuM.TD,12,16,dust2
Titan,CPH,Titan,16,5,dust2
KaBuM.TD,CPH,CPH,9,16,inferno
GPlay,iBUYPOWER,iBUYPOWER,7,16,inferno
Titan,HellRaisers,HellRaisers,6,16,mirage
Platinium,NiP,Platinium,16,10,cobblestone
mousesports,3DMAX,mousesports,16,9,dust2
Cipangu.GO,dignitas,dignitas,9,16,nuke
CPH Wolves,HellRaisers,CPH Wolves,16,7,dust2
KaBuM.TD,NiP,NiP,7,16,cache
mousesports,iBUYPOWER,iBUYPOWER,8,16,cache
GPlay,dignitas,dignitas,5,16,inferno
Titan,Platinium,Titan,16,8,mirage
Cipangu.GO,3DMAX,3DMAX,2,16,cache
CPH Wolves,NiP,NiP,9,16,dust2
GPlay,mousesports,mousesports,14,16,mirage
Cipangu.GO,iBUYPOWER,iBUYPOWER,1,16,inferno
Titan,KaBuM.TD,Titan,16,9,dust2
Platinium,HellRaisers,HellRaisers,12,16,dust2
3DMAX,dignitas,dignitas,2,16,dust2
ACES Ladies,Karma,Karma,14,16,mirage
LDLC,Cloud9,LDLC,16,7,inferno
Planetkey,Virtus.pro,Virtus.pro,5,16,nuke
3DMAX fe,ALTERNATE,3DMAX fe,16,3,overpass
AlienTech,Virtual,AlienTech,16,6,dust2
Natus Vincere,fnatic,Natus Vincere,16,5,mirage
eNergy,London,London,7,16,cache
Karma,ALTERNATE,Karma,15,15,cache
3DMAX fe,ACES,3DMAX fe,16,8,inferno
pow,k1ck,k1ck,12,16,dust2
LDLC,Virtus.pro,Virtus.pro,13,16,overpass
AlienTech,Planetkey,Planetkey,3,16,nuke
Virtual Impact,Cloud9,Cloud9,6,16,dust2
ACES Ladies,ALTERNATE,ACES Ladies,16,9,nuke
Karma,3DMAX,3DMAX,8,16,inferno
k1ck,fnatic,fnatic,9,16,inferno
pow,London,London,5,16,mirage
eNergy,Natus,Natus,10,16,nuke
London Conspiracy,Natus,Natus,14,16,dust2
myXMG fe,Reason,Reason,14,16,nuke
Ubinited,Bad,Bad,14,16,inferno
eNergy,k1ck,k1ck,8,16,cache
Virtual Impact,Planetkey,Planetkey,6,16,mirage
LDLC,AlienTech,LDLC,16,3,inferno
pow,fnatic,fnatic,5,16,mirage
London Conspiracy,k1ck,k1ck,8,16,inferno
Cloud9,Virtus.pro,Cloud9,16,11,cache
Ubinited,myXMG,myXMG,14,16,mirage
Reason fe,Bad,Reason fe,16,12,mirage
LDLC,Planetkey,LDLC,16,9,overpass
eNergy,fnatic,fnatic,1,16,mirage
pow,Natus,Natus,7,16,inferno
AlienTech,Cloud9,Cloud9,5,16,dust2
Virtual Impact,Virtus.pro,Virtus.pro,0,16,mirage
London Conspiracy,fnatic,fnatic,5,16,inferno
Reason fe,Ubinited,Ubinited,4,16,cache
eNergy,pow,pow,5,16,inferno
AlienTech,Virtus.pro,Virtus.pro,10,16,cache
myXMG fe,Bad,Bad,7,16,inferno
Planetkey,Cloud9,Cloud9,10,16,inferno
k1ck,Natus,Natus,5,16,inferno
LDLC,Virtual,LDLC,16,0,inferno
HAXCON,31337,31337,9,16,dust2
Platinium,LDLC,LDLC,2,16,dust2
Platinium,iGamerz,Platinium,16,9,mirage
LDLC,Titan,Titan,3,16,dust2
Platinium,LDLC,LDLC,13,16,inferno
iGamerz,Titan,Titan,8,16,dust2
Virtus.pro,Cloud9,Virtus.pro,16,6,inferno
dignitas,iBUYPOWER,dignitas,16,13,nuke
Cloud9,Virtus.pro,Cloud9,16,11,cache
iBUYPOWER,dignitas,iBUYPOWER,16,3,dust2
fnatic,iBUYPOWER,fnatic,16,12,dust2
iBUYPOWER,fnatic,fnatic,13,16,inferno
Virtus.pro,LDLC,LDLC,14,16,inferno
dignitas,fnatic,fnatic,5,16,mirage
LDLC,Virtus.pro,LDLC,16,7,cache
fnatic,dignitas,fnatic,16,3,overpass
LDLC,Cloud9,LDLC,16,11,dust2
Cloud9,LDLC,LDLC,6,16,inferno
eLevate,iBUYPOWER,iBUYPOWER,7,16,cache
Denial,NetcodeGuides.com,NetcodeGuides.com,10,16,nuke
SKDC,eLevate,eLevate,5,16,cache
We Ride Ponies,iBUYPOWER,iBUYPOWER,2,16,dust2
TST,Denial,Denial,14,16,inferno
dxm,NetcodeGuides.com,NetcodeGuides.com,5,16,mirage
ePlay,noMERCY,noMERCY,8,16,overpass
HAXCON,noMERCY,noMERCY,12,16,inferno
Katrina,ALTERNATE,ALTERNATE,12,16,nuke
AliGon,uN,AliGon,16,4,cache
ePlay,ALSEN,ALSEN,12,16,inferno
MTW,Planetkey,Planetkey,9,16,inferno
iGamerz,myXMG,myXMG,5,16,overpass
Gamersphere,AliGon,AliGon,11,16,mirage
AMNESIA,31337,AMNESIA,15,15,inferno
Katrina,MYC,Katrina,16,14,cache
RAIDERS,iGamerz,iGamerz,11,16,mirage
myKPV,uN,uN,14,16,cache
Platinium,Planetkey,Planetkey,6,16,dust2
MYC,k1ck,MYC,16,10,dust2
Recursive,MTW,MTW,13,16,mirage
uN,Orbit,uN,16,10,inferno
iNation,AliGon,AliGon,12,16,cache
iNC,Platinium,Platinium,11,16,dust2
eXeS,Planetkey,Planetkey,11,16,mirage
highgrade,myXMG,myXMG,14,16,dust2
GGWP.pro,ALTERNATE,ALTERNATE,2,16,cache
ajukrezi,Planetkey,Planetkey,7,16,dust2
noteamtag,ALTERNATE,ALTERNATE,9,16,mirage
Airwalk,partyastronauts,partyastronauts,10,16,cache
31337,MTW,MTW,1,16,mirage
iNation,tahleouf,iNation,16,12,inferno
FlipSid3,duttdutt,FlipSid3,16,6,mirage
FlipSid3,PENTA,FlipSid3,16,8,cache
volgare,FlipSid3,FlipSid3,12,16,inferno
ESC,duttdutt,duttdutt,14,16,mirage
NeverPlay,FlipSid3,FlipSid3,11,16,cache
tahleouf,ESC,ESC,26,31,cobblestone
PENTA,Orbit,PENTA,16,10,cache
Infused,duttdutt,duttdutt,13,16,dust2
iNC,PENTA,PENTA,11,16,dust2
MYC,Orbit,Orbit,7,16,mirage
Imaginary,ESC,ESC,10,16,cache
duttdutt,ALTERNATE,duttdutt,16,11,mirage
DkZ,Infused,Infused,10,16,cache
EYESports,ESC,ESC,12,16,mirage
Recursive,myXMG,Recursive,16,14,mirage
FLÆK!,duttdutt,duttdutt,10,16,mirage
volgare,AliGon,volgare,16,12,inferno
partyastronauts,ALTERNATE,ALTERNATE,5,16,dust2
DkZ,GPlay,DkZ,16,6,mirage
Platinium,FlipSid3,FlipSid3,8,16,inferno
Airwalk,duttdutt,duttdutt,12,16,cache
BX3,Orbit,Orbit,12,16,inferno
noteamtag,Platinium,Platinium,11,16,mirage
Infused,Playing,Infused,16,5,nuke
Russia,Denmark,Denmark,8,16,inferno
Slovakia,Denmark,Slovakia,15,15,dust2
Belarus,Poland,Poland,10,16,dust2
Slovakia,Russia,Russia,4,16,inferno
myXMG,Epsilon,Epsilon,5,16,inferno
Czech Republic,Bosnia,Bosnia,11,16,mirage
Belarus,Belgium,Belarus,16,3,mirage
Isak,Natus,Natus,4,16,dust2
Norway,France,France,12,16,mirage
noMERCY,31337,noMERCY,15,15,cobblestone
Netherlands,Ukraine,Netherlands,16,11,dust2
Hungary,Ukraine,Ukraine,4,16,mirage
AMNESIA,HAXCON,HAXCON,12,16,cobblestone
Turkey,France,France,5,16,dust2
Serbia,Germany,Germany,6,16,inferno
Portugal,Sweden,Sweden,3,16,inferno
Portugal,Germany,Portugal,16,14,dust2
Belgium,Norway,Norway,10,16,dust2
Bosnia & Herzegovina,Netherlands,Netherlands,2,16,mirage
AMNESIA,ePlay,AMNESIA,16,5,dust2
AMNESIA,ALSEN,AMNESIA,16,10,nuke
ALL IN!,eXeS,ALL IN!,19,17,inferno
Bad Monkey,Titan,Titan,1,16,dust2
Kazakhstan,Netherlands,Netherlands,8,16,dust2
Belarus,Turkey,Belarus,16,10,nuke
Portugal,Finland,Finland,12,16,dust2
Macedonia,Denmark,Denmark,1,16,dust2
Virtus.pro,fnatic,Virtus.pro,16,7,cache
Titan,Epsilon,Titan,16,4,cache
dignitas,HellRaisers,dignitas,16,5,mirage
NiP,LDLC,LDLC,9,16,inferno
dignitas,Titan,Titan,7,16,mirage
Virtus.pro,dignitas,Virtus.pro,16,7,overpass
LunatiK,iBUYPOWER,iBUYPOWER,27,31,dust2
LDLC,Titan,LDLC,16,2,overpass
dignitas,fnatic,fnatic,6,16,inferno
HAXCON,ePlay,ePlay,2,16,cobblestone
noMERCY,ALSEN,ALSEN,11,16,cobblestone
NiP,HellRaisers,HellRaisers,12,16,cache
Virtus.pro,Epsilon,Virtus.pro,16,6,mirage
HellRaisers,Epsilon,HellRaisers,16,14,cache
Property,fnatic,fnatic,5,16,inferno
Titan,HellRaisers,HellRaisers,1,16,cache
dignitas,Epsilon,dignitas,16,7,dust2
Bosnia & Herzegovina,Ukraine,Bosnia & Herzegovina,16,12,mirage
NiP,fnatic,fnatic,13,16,dust2
Virtus.pro,LDLC,LDLC,16,21,cache
Titan,dignitas,dignitas,11,16,inferno
LDLC,Epsilon,LDLC,16,11,dust2
Virtus.pro,Titan,Virtus.pro,16,7,nuke
NiP,dignitas,dignitas,9,16,overpass
dignitas,LDLC,LDLC,13,16,dust2
mousesports,dignitas,dignitas,5,16,nuke
Belgium,France,France,9,16,dust2
Latvia,Macedonia,Macedonia,13,16,inferno
sAw's team,naSu's,sAw's team,16,12,nuke
sAw's team,juho's,juho's,16,19,dust2
fAlsu's team,naSu's,naSu's,14,16,cache
sAw's team,naSu's,sAw's team,16,14,mirage
fAlsu's team,juho's,juho's,3,16,inferno
osku's team,Twista's,Twista's,6,16,cache
juho's team,KIPSIk's,juho's team,16,10,dust2
Twista's team,naSu's,naSu's,13,16,cache
sAw's team,juho's,sAw's team,15,15,mirage
fAlsu's team,KIPSIk's,fAlsu's team,16,12,dust2
osku's team,naSu's,naSu's,9,16,cache
fAlsu's team,juho's,juho's,14,16,inferno
sAw's team,Twista's,Twista's,13,16,dust2
KIPSIk's team,naSu's,KIPSIk's team,16,8,dust2
osku's team,juho's,juho's,11,16,mirage
fAlsu's team,naSu's,fAlsu's team,16,13,dust2
sAw's team,KIPSIk's,sAw's team,16,11,mirage
KIPSIk's team,Twista's,KIPSIk's team,15,15,cache
sAw's team,naSu's,sAw's team,16,13,nuke
fAlsu's team,osku's,fAlsu's team,16,11,dust2
juho's team,Twista's,juho's team,15,15,mirage
osku's team,KIPSIk's,KIPSIk's,12,16,dust2
fAlsu's team,sAw's,sAw's,10,16,dust2
naSu's team,juho's,naSu's team,16,10,dust2
osku's team,sAw's,sAw's,6,16,mirage
fAlsu's team,Twista's,fAlsu's team,16,6,dust2
mousesports,Natus,mousesports,19,17,overpass
GL SHAKER,Hanat,GL SHAKER,15,15,cache
Superstars,Jynttä,Jynttä,14,16,mirage
GL SHAKER,Menace,Menace,13,16,inferno
Superstars,myMDL,Superstars,16,10,mirage
RatsOfTheYear,Jynttä,RatsOfTheYear,15,15,mirage
Hanat auki,Menace,Menace,3,16,dust2
GL SHAKER,RatsOfTheYear,RatsOfTheYear,6,16,cache
Superstars,Menace,Superstars,15,15,mirage
Hanat auki,myMDL,Hanat auki,16,14,mirage
GL SHAKER,Jynttä,Jynttä,13,16,inferno
Menace,myMDL,Menace,16,9,dust2
